id_registro,nivel_territorial,pais,codigo_iso_pais,departamento_region,ciudad_municipio,tipo_plataforma,categoria_servicio,plataforma_principal,edad,genero,nivel_educativo,antiguedad_meses,horas_semanales,ingreso_bruto_mensual_cop,costos_operativos_mensuales_cop,ingreso_neto_mensual_cop,ingreso_neto_hora_usd,dependencia_ingresos,afiliacion_salud,afiliacion_pension,cuenta_con_arl,calificacion_promedio_app,fecha_registro,anio,mes,fuente_origen_id
GIG-10024,Global,Argentina,ARG,Buenos Aires,Buenos Aires,En linea / Basada en la Nube,Desarrollo de Software y TI,Fiverr,22,Masculino,Universitario,19,22.9,6245800,749500,5496300,13.69,Fuente complementaria / Secundaria (<50%),Regimen Contributivo (Cotizante),No cotiza,Si (Afiliado a Riesgos Laborales),4.65,2022-02-14,2022,2,F-TER-01
GIG-10025,Regional,Colombia,COL,Bogota D.C.,Bogota,En linea / Basada en la Nube,Servicios Profesionales y Asesoria,Upwork,34,Masculino,Universitario,11,42.8,2550600,294600,2256000,3.01,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.97,2023-08-25,2023,8,F-SEC-01
GIG-10026,Regional,Colombia,COL,Atlantico,Barranquilla,Fisica / Basada en Ubicacion,Reparto y Domicilios,PedidosYa,48,Femenino,Secundaria / Bachillerato,60,48.6,1176600,419200,757500,0.89,Unica fuente de ingresos (100%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.68,2024-03-11,2024,3,F-SEC-01
GIG-10027,Regional,Colombia,COL,Bogota D.C.,Bogota,En linea / Basada en la Nube,Servicios Profesionales y Asesoria,Guru,31,Masculino,Universitario,1,32.4,1817100,239900,1577300,2.78,Fuente complementaria / Secundaria (<50%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.47,2026-06-16,2026,6,F-SEC-02
GIG-10028,Global,Chile,CHL,Santiago,Santiago,En linea / Basada en la Nube,Microtareas y Etiquetado de Datos,Appen,25,Femenino,Universitario,38,49.4,16798500,2015800,14782600,17.06,Fuente complementaria / Secundaria (<50%),Regimen Subsidiado,Cotiza activamente,No (Sin cobertura ARL),4.34,2024-02-02,2024,2,F-TER-01
GIG-10029,Regional,Colombia,COL,Valle del Cauca,Cali,Fisica / Basada en Ubicacion,Reparto y Domicilios,PedidosYa,32,Masculino,Secundaria / Bachillerato,19,49.8,1690600,567100,1123600,1.29,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),Cotiza activamente,Si (Afiliado a Riesgos Laborales),4.9,2026-06-01,2026,6,F-PRIM-01
GIG-10030,Global,Estados Unidos,USA,California,San Francisco,En linea / Basada en la Nube,Desarrollo de Software y TI,Upwork,19,Femenino,Secundaria / Bachillerato,5,37.0,18851000,2262100,16588800,25.57,Fuente principal (>50%),No afiliado / Ninguno,Cotiza activamente,Si (Afiliado a Riesgos Laborales),4.37,2024-11-11,2024,11,F-PRIM-02
GIG-10031,Regional,Colombia,COL,Bogota D.C.,Bogota,En linea / Basada en la Nube,Diseno Multimedia y Contenido,Fiverr,34,Masculino,Universitario,12,44.5,4011300,378900,3632400,4.65,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.63,2023-11-30,2023,11,F-SEC-01
GIG-10032,Regional,Colombia,COL,Bogota D.C.,Bogota,Fisica / Basada en Ubicacion,Transporte de Pasajeros,Cabify,29,Masculino,Secundaria / Bachillerato,31,57.3,2901800,1029300,1872600,1.86,Unica fuente de ingresos (100%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.48,2022-08-08,2022,8,F-SEC-02
GIG-10033,Global,Mexico,MEX,Ciudad de Mexico,Ciudad de Mexico,En linea / Basada en la Nube,Servicios Profesionales y Asesoria,Workana,25,Masculino,Universitario,14,35.3,6688300,802600,5885700,9.51,Fuente principal (>50%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.83,2023-05-21,2023,5,F-PRIM-02
GIG-10034,Global,Argentina,ARG,Buenos Aires,Buenos Aires,Fisica / Basada en Ubicacion,Transporte de Pasajeros,DiDi,35,Masculino,Secundaria / Bachillerato,64,59.3,7950000,2544000,5406000,5.2,Fuente principal (>50%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.84,2023-08-12,2023,8,F-PRIM-02
GIG-10035,Regional,Colombia,COL,Bogota D.C.,Bogota,Fisica / Basada en Ubicacion,Transporte de Pasajeros,InDrive,31,Masculino,Secundaria / Bachillerato,7,64.1,2116100,1061600,1054500,0.94,Unica fuente de ingresos (100%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.91,2022-03-31,2022,3,F-PRIM-01
GIG-10036,Nacional,Colombia,COL,Bogota D.C.,Bogota,Fisica / Basada en Ubicacion,Reparto y Domicilios,DiDi Food,37,Masculino,Tecnico / Tecnologo,15,67.5,1142600,381500,761200,0.64,Fuente principal (>50%),Regimen Contributivo (Cotizante),Cotiza activamente,No (Sin cobertura ARL),5.0,2025-04-25,2025,4,F-PRIM-01
GIG-10037,Regional,Colombia,COL,Valle del Cauca,Cali,En linea / Basada en la Nube,Diseno Multimedia y Contenido,99designs,28,Femenino,Tecnico / Tecnologo,30,29.9,2048000,331000,1717100,3.27,Fuente complementaria / Secundaria (<50%),Regimen Contributivo (Cotizante),Cotiza activamente,Si (Afiliado a Riesgos Laborales),4.94,2025-01-07,2025,1,F-SEC-01
GIG-10038,Regional,Colombia,COL,Bogota D.C.,Bogota,Fisica / Basada en Ubicacion,Reparto y Domicilios,DiDi Food,39,Masculino,Tecnico / Tecnologo,10,43.5,1316100,417200,898900,1.18,Unica fuente de ingresos (100%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.96,2025-06-22,2025,6,F-PRIM-01
GIG-10039,Nacional,Colombia,COL,Valle del Cauca,Cali,Fisica / Basada en Ubicacion,Reparto y Domicilios,iFood,41,Masculino,Secundaria / Bachillerato,35,49.2,1675800,603500,1072300,1.24,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),Cotiza activamente,Si (Afiliado a Riesgos Laborales),4.76,2022-01-27,2022,1,F-SEC-02
GIG-10040,Regional,Colombia,COL,Valle del Cauca,Cali,Fisica / Basada en Ubicacion,Transporte de Pasajeros,InDrive,36,No binario / Otro,Tecnico / Tecnologo,12,45.6,2569000,1226300,1342700,1.68,Unica fuente de ingresos (100%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.86,2025-03-27,2025,3,F-SEC-01
GIG-10041,Regional,Colombia,COL,Bogota D.C.,Bogota,Fisica / Basada en Ubicacion,Transporte de Pasajeros,Uber,30,Masculino,Secundaria / Bachillerato,24,59.7,2925800,1465200,1460500,1.4,Unica fuente de ingresos (100%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.97,2023-06-27,2023,6,F-PRIM-01
GIG-10042,Global,Mexico,MEX,Ciudad de Mexico,Ciudad de Mexico,En linea / Basada en la Nube,Servicios Profesionales y Asesoria,Fiverr,26,Masculino,Universitario,19,41.9,10872800,1304700,9568100,13.02,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),Cotiza activamente,No (Sin cobertura ARL),4.91,2023-03-16,2023,3,F-PRIM-02
GIG-10043,Regional,Colombia,COL,Antioquia,Medellin,Fisica / Basada en Ubicacion,Transporte de Pasajeros,InDrive,29,Masculino,Tecnico / Tecnologo,14,40.0,2332200,1163300,1168900,1.67,Fuente complementaria / Secundaria (<50%),Regimen Contributivo (Cotizante),Cotiza activamente,Si (Afiliado a Riesgos Laborales),4.92,2024-01-06,2024,1,F-SEC-01
GIG-10044,Global,Mexico,MEX,Ciudad de Mexico,Ciudad de Mexico,En linea / Basada en la Nube,Desarrollo de Software y TI,Workana,21,Masculino,Universitario,3,30.3,7093000,851200,6241900,11.75,Fuente principal (>50%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.8,2024-05-30,2024,5,F-TER-01
GIG-10045,Global,Espana,ESP,Madrid,Madrid,Fisica / Basada en Ubicacion,Transporte de Pasajeros,Uber,36,Masculino,Secundaria / Bachillerato,1,50.2,26899300,8607800,18291600,20.78,Fuente principal (>50%),Regimen Contributivo (Cotizante),No cotiza,Si (Afiliado a Riesgos Laborales),4.54,2023-09-09,2023,9,F-TER-02
GIG-10046,Global,Argentina,ARG,Buenos Aires,Buenos Aires,Fisica / Basada en Ubicacion,Transporte de Pasajeros,InDrive,29,Femenino,Secundaria / Bachillerato,12,74.1,9429400,3017400,6412000,4.93,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),Cotiza activamente,No (Sin cobertura ARL),4.72,2022-02-28,2022,2,F-TER-02
GIG-10047,Regional,Colombia,COL,Bogota D.C.,Bogota,Fisica / Basada en Ubicacion,Transporte de Pasajeros,InDrive,18,Masculino,Secundaria / Bachillerato,1,51.5,3085600,1427900,1657700,1.84,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),Cotiza activamente,Si (Afiliado a Riesgos Laborales),4.88,2021-06-27,2021,6,F-SEC-01
GIG-10048,Regional,Colombia,COL,Antioquia,Medellin,Fisica / Basada en Ubicacion,Transporte de Pasajeros,Uber,36,Femenino,Secundaria / Bachillerato,7,57.2,1383000,696300,686700,0.68,Unica fuente de ingresos (100%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.93,2023-11-29,2023,11,F-SEC-02
GIG-10049,Regional,Colombia,COL,Bogota D.C.,Bogota,Fisica / Basada en Ubicacion,Transporte de Pasajeros,Uber,29,Masculino,Tecnico / Tecnologo,22,64.6,2747600,975200,1772500,1.56,Unica fuente de ingresos (100%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.75,2021-04-29,2021,4,F-SEC-01
GIG-10050,Nacional,Colombia,COL,Atlantico,Barranquilla,Fisica / Basada en Ubicacion,Reparto y Domicilios,PedidosYa,37,Masculino,Secundaria / Bachillerato,5,49.6,2115900,660100,1455800,1.67,Unica fuente de ingresos (100%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.82,2024-09-26,2024,9,F-SEC-02
GIG-10051,Nacional,Colombia,COL,Bogota D.C.,Bogota,Fisica / Basada en Ubicacion,Reparto y Domicilios,PedidosYa,21,Masculino,Secundaria / Bachillerato,18,54.1,1140500,425200,715300,0.75,Unica fuente de ingresos (100%),No afiliado / Ninguno,No cotiza,No (Sin cobertura ARL),4.9,2023-04-04,2023,4,F-SEC-01
GIG-10052,Regional,Colombia,COL,Bogota D.C.,Bogota,En linea / Basada en la Nube,Microtareas y Etiquetado de Datos,Appen,38,Masculino,Tecnico / Tecnologo,7,44.9,1388100,172200,1215900,1.54,Fuente principal (>50%),Regimen Contributivo (Cotizante),Cotiza activamente,Si (Afiliado a Riesgos Laborales),4.96,2023-05-15,2023,5,F-SEC-02
GIG-10053,Regional,Colombia,COL,Santander,Bucaramanga,En linea / Basada en la Nube,Desarrollo de Software y TI,Toptal,33,Femenino,Universitario,10,51.8,5600000,679500,4920600,5.42,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),Cotiza activamente,No (Sin cobertura ARL),4.81,2023-05-18,2023,5,F-SEC-02
GIG-10054,Nacional,Colombia,COL,Valle del Cauca,Cali,Fisica / Basada en Ubicacion,Reparto y Domicilios,PedidosYa,41,Masculino,Secundaria / Bachillerato,9,30.8,1890700,458200,1432500,2.65,Unica fuente de ingresos (100%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.9,2025-07-08,2025,7,F-PRIM-01
GIG-10055,Global,Espana,ESP,Madrid,Madrid,En linea / Basada en la Nube,Microtareas y Etiquetado de Datos,Clickworker,19,Masculino,Secundaria / Bachillerato,17,32.1,15447200,1853700,13593500,24.15,Fuente complementaria / Secundaria (<50%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.97,2024-02-22,2024,2,F-TER-01
GIG-10056,Nacional,Colombia,COL,Antioquia,Medellin,Fisica / Basada en Ubicacion,Transporte de Pasajeros,InDrive,18,Masculino,Secundaria / Bachillerato,9,64.7,4101400,1642300,,2.17,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),Cotiza activamente,Si (Afiliado a Riesgos Laborales),4.73,2024-07-10,2024,7,F-SEC-01
GIG-10057,Regional,Colombia,COL,Bogota D.C.,Bogota,En linea / Basada en la Nube,Diseno Multimedia y Contenido,Fiverr,31,Femenino,Universitario,2,22.8,3225600,572800,2652800,6.63,Fuente principal (>50%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.93,2024-04-28,2024,4,F-SEC-01
GIG-10058,Regional,Colombia,COL,Bolivar,Cartagena,En linea / Basada en la Nube,Microtareas y Etiquetado de Datos,Appen,30,Masculino,Tecnico / Tecnologo,24,17.0,1638900,181800,1457100,4.89,Fuente complementaria / Secundaria (<50%),Regimen Contributivo (Cotizante),Cotiza activamente,Si (Afiliado a Riesgos Laborales),4.85,2026-05-26,2026,5,F-SEC-01
GIG-10059,Global,Brasil,BRA,Sao Paulo,Sao Paulo,En linea / Basada en la Nube,Microtareas y Etiquetado de Datos,Amazon Mechanical Turk,31,Femenino,Tecnico / Tecnologo,28,34.1,14240000,1708800,12531200,20.96,Unica fuente de ingresos (100%),Regimen Subsidiado,Cotiza activamente,Si (Afiliado a Riesgos Laborales),4.87,2024-01-18,2024,1,F-PRIM-02
GIG-10060,Regional,Colombia,COL,Antioquia,Medellin,Fisica / Basada en Ubicacion,Transporte de Pasajeros,DiDi,36,Femenino,Tecnico / Tecnologo,35,42.3,3885300,1519200,2366100,3.19,Unica fuente de ingresos (100%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.76,2025-10-05,2025,10,F-SEC-01
GIG-10061,Regional,Colombia,COL,Santander,Bucaramanga,Fisica / Basada en Ubicacion,Transporte de Pasajeros,Cabify,18,Femenino,Secundaria / Bachillerato,17,60.9,3457000,1687200,1769800,1.66,Unica fuente de ingresos (100%),No afiliado / Ninguno,No cotiza,No (Sin cobertura ARL),4.81,2024-02-19,2024,2,F-PRIM-01
GIG-10062,Global,Mexico,MEX,Ciudad de Mexico,Ciudad de Mexico,Fisica / Basada en Ubicacion,Transporte de Pasajeros,Uber,31,Femenino,Secundaria / Bachillerato,5,49.2,4564800,1460700,3104100,3.6,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.97,2022-02-23,2022,2,F-TER-02
GIG-10063,Nacional,Colombia,COL,Antioquia,Medellin,Fisica / Basada en Ubicacion,Transporte de Pasajeros,Uber,30,Masculino,Tecnico / Tecnologo,1,56.0,2285800,1057700,1228100,1.25,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),Cotiza activamente,No (Sin cobertura ARL),4.76,2022-05-04,2022,5,F-PRIM-01
GIG-10064,Regional,Colombia,COL,Valle del Cauca,Cali,Fisica / Basada en Ubicacion,Reparto y Domicilios,Mensajeros Urbanos,34,Masculino,Tecnico / Tecnologo,29,46.7,1196000,364400,831600,1.02,Fuente complementaria / Secundaria (<50%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.86,2025-04-02,2025,4,F-SEC-01
GIG-10065,Global,Brasil,BRA,Sao Paulo,Sao Paulo,En linea / Basada en la Nube,Microtareas y Etiquetado de Datos,Clickworker,31,Femenino,Universitario,8,36.5,16644600,1997300,14647200,22.88,Fuente complementaria / Secundaria (<50%),Regimen Contributivo (Cotizante),Cotiza activamente,No (Sin cobertura ARL),4.97,2021-04-24,2021,4,F-TER-01
GIG-10066,Global,Espana,ESP,Madrid,Madrid,Fisica / Basada en Ubicacion,Transporte de Pasajeros,Uber,31,Masculino,Tecnico / Tecnologo,17,61.0,22017000,7045400,14971500,14.0,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.75,2022-01-20,2022,1,F-PRIM-02
GIG-10067,Regional,Colombia,COL,Antioquia,Medellin,Fisica / Basada en Ubicacion,Transporte de Pasajeros,InDrive,34,Masculino,Secundaria / Bachillerato,26,54.2,3789800,1328800,2461000,2.59,Fuente principal (>50%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.97,2023-08-21,2023,8,F-PRIM-01
GIG-10068,Nacional,Colombia,COL,Antioquia,Medellin,Fisica / Basada en Ubicacion,Transporte de Pasajeros,DiDi,31,Masculino,Universitario,14,47.0,2816100,1046800,1769300,2.15,Unica fuente de ingresos (100%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.59,2023-10-09,2023,10,F-PRIM-01
GIG-10069,Global,Chile,CHL,Santiago,Santiago,Fisica / Basada en Ubicacion,Transporte de Pasajeros,Uber,36,Masculino,Tecnico / Tecnologo,62,62.9,10485100,3355200,7129900,6.46,Unica fuente de ingresos (100%),Regimen Subsidiado,Cotiza activamente,Si (Afiliado a Riesgos Laborales),4.95,2024-10-27,2024,10,F-PRIM-02
GIG-10070,Global,Argentina,ARG,Buenos Aires,Buenos Aires,Fisica / Basada en Ubicacion,Transporte de Pasajeros,InDrive,21,Masculino,Tecnico / Tecnologo,1,47.4,5504400,1761400,3743000,4.5,Fuente principal (>50%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.71,2025-06-19,2025,6,F-PRIM-02
GIG-10071,Global,Brasil,BRA,Sao Paulo,Sao Paulo,Fisica / Basada en Ubicacion,Transporte de Pasajeros,Uber,42,Masculino,Tecnico / Tecnologo,3,46.1,3688400,1180300,2508100,3.1,Unica fuente de ingresos (100%),No afiliado / Ninguno,Cotiza activamente,Si (Afiliado a Riesgos Laborales),4.86,2024-07-13,2024,7,F-TER-02
GIG-10072,Regional,Colombia,COL,Antioquia,Medellin,Fisica / Basada en Ubicacion,Transporte de Pasajeros,DiDi,18,Femenino,Secundaria / Bachillerato,18,41.3,4175100,1684600,2490500,3.44,Unica fuente de ingresos (100%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.17,2026-01-24,2026,1,F-SEC-01
GIG-10073,Nacional,Colombia,COL,Antioquia,Medellin,Fisica / Basada en Ubicacion,Transporte de Pasajeros,InDrive,48,Masculino,Universitario,3,46.8,3848300,1767700,2080600,2.54,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),Cotiza activamente,No (Sin cobertura ARL),4.82,2024-08-25,2024,8,F-SEC-01
GIG-10074,Nacional,Colombia,COL,Valle del Cauca,Cali,Fisica / Basada en Ubicacion,Reparto y Domicilios,Mensajeros Urbanos,22,Masculino,Secundaria / Bachillerato,8,69.7,1649200,419700,1229500,1.01,Unica fuente de ingresos (100%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.88,2024-11-25,2024,11,F-PRIM-01
GIG-10075,Regional,Colombia,COL,Valle del Cauca,Cali,Fisica / Basada en Ubicacion,Transporte de Pasajeros,InDrive,22,Femenino,Secundaria / Bachillerato,1,41.5,2072600,814300,1258400,1.73,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.52,2025-04-03,2025,4,F-SEC-01
GIG-10076,Regional,Colombia,COL,Antioquia,Medellin,Fisica / Basada en Ubicacion,Transporte de Pasajeros,Cabify,18,Masculino,Secundaria / Bachillerato,6,25.9,1689000,630900,1058100,2.33,Fuente complementaria / Secundaria (<50%),Regimen Contributivo (Cotizante),Cotiza activamente,No (Sin cobertura ARL),4.95,2022-06-29,2022,6,F-SEC-01
GIG-10077,Regional,Colombia,COL,Valle del Cauca,Cali,Fisica / Basada en Ubicacion,Reparto y Domicilios,iFood,18,Masculino,Tecnico / Tecnologo,2,68.0,2194000,610400,1583600,1.33,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),Cotiza activamente,No (Sin cobertura ARL),4.95,2022-09-30,2022,9,F-PRIM-01
GIG-10078,Regional,Colombia,COL,Bogota D.C.,Bogota,En linea / Basada en la Nube,Servicios Profesionales y Asesoria,Upwork,32,Masculino,Universitario,4,42.3,3084100,602400,2481800,3.35,Fuente principal (>50%),Regimen Contributivo (Cotizante),Cotiza activamente,No (Sin cobertura ARL),4.78,2021-05-21,2021,5,F-SEC-02
GIG-10079,Global,Estados Unidos,USA,California,San Francisco,En linea / Basada en la Nube,Microtareas y Etiquetado de Datos,Amazon Mechanical Turk,28,Femenino,Posgrado,12,22.6,9813800,1177700,8636100,21.79,Fuente principal (>50%),Regimen Contributivo (Cotizante),Cotiza activamente,No (Sin cobertura ARL),,2025-02-03,2025,2,F-PRIM-02
GIG-10080,Regional,Colombia,COL,Risaralda,Pereira,En linea / Basada en la Nube,Desarrollo de Software y TI,Workana,25,Masculino,Universitario,5,30.5,6176600,757500,5419200,10.13,Fuente complementaria / Secundaria (<50%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.94,2024-07-10,2024,7,F-SEC-02
GIG-10081,Global,Brasil,BRA,Sao Paulo,Sao Paulo,Fisica / Basada en Ubicacion,Transporte de Pasajeros,InDrive,26,Masculino,Secundaria / Bachillerato,71,51.8,5864300,1876600,3987700,4.39,Fuente principal (>50%),Regimen Contributivo (Cotizante),Cotiza activamente,No (Sin cobertura ARL),4.99,2023-11-24,2023,11,F-PRIM-02
GIG-10082,Regional,Colombia,COL,Bogota D.C.,Bogota,Fisica / Basada en Ubicacion,Transporte de Pasajeros,Uber,38,Masculino,Secundaria / Bachillerato,14,42.3,2593000,1029600,1563400,2.11,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),Cotiza activamente,Si (Afiliado a Riesgos Laborales),4.92,2025-03-30,2025,3,F-SEC-02
GIG-10083,Regional,Colombia,COL,Bogota D.C.,Bogota,Fisica / Basada en Ubicacion,Transporte de Pasajeros,Uber,33,Masculino,Primaria,39,46.8,2004400,786500,1217900,1.48,Unica fuente de ingresos (100%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.79,2025-08-31,2025,8,F-PRIM-01
GIG-10084,Global,Mexico,MEX,Ciudad de Mexico,Ciudad de Mexico,Fisica / Basada en Ubicacion,Transporte de Pasajeros,Uber,26,Masculino,Tecnico / Tecnologo,15,61.6,5490600,1757000,3733600,3.46,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),Cotiza activamente,Si (Afiliado a Riesgos Laborales),4.71,2021-10-13,2021,10,F-TER-02
GIG-10085,Regional,Colombia,COL,Antioquia,Medellin,Fisica / Basada en Ubicacion,Reparto y Domicilios,iFood,35,Masculino,Tecnico / Tecnologo,33,60.8,1273300,387800,885500,0.83,Unica fuente de ingresos (100%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.78,2024-10-19,2024,10,F-PRIM-01
GIG-10086,Nacional,Colombia,COL,Valle del Cauca,Cali,Fisica / Basada en Ubicacion,Transporte de Pasajeros,DiDi,43,Femenino,Secundaria / Bachillerato,52,53.9,2855500,1036500,1819100,1.92,Unica fuente de ingresos (100%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.91,2021-05-18,2021,5,F-SEC-01
GIG-10087,Global,Brasil,BRA,Sao Paulo,Sao Paulo,Fisica / Basada en Ubicacion,Transporte de Pasajeros,InDrive,34,Masculino,Secundaria / Bachillerato,17,51.5,4220000,1350400,2869600,3.18,Fuente complementaria / Secundaria (<50%),Regimen Contributivo (Cotizante),Cotiza activamente,No (Sin cobertura ARL),4.94,2024-07-07,2024,7,F-PRIM-02
GIG-10088,Global,Brasil,BRA,Sao Paulo,Sao Paulo,Fisica / Basada en Ubicacion,Transporte de Pasajeros,InDrive,28,Masculino,Primaria,16,44.0,5410400,1731300,3679100,4.77,Unica fuente de ingresos (100%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.69,2022-12-15,2022,12,F-PRIM-02
GIG-10089,Regional,Colombia,COL,Bogota D.C.,Bogota,Fisica / Basada en Ubicacion,Transporte de Pasajeros,DiDi,37,Masculino,Tecnico / Tecnologo,37,66.2,3179600,1548200,1631400,1.41,Unica fuente de ingresos (100%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.61,2021-03-09,2021,3,F-SEC-01
GIG-10090,Global,Brasil,BRA,Sao Paulo,Sao Paulo,Fisica / Basada en Ubicacion,Transporte de Pasajeros,Uber,42,Masculino,Tecnico / Tecnologo,4,58.6,5853400,1873100,3980300,3.87,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),Cotiza activamente,No (Sin cobertura ARL),4.63,2022-10-20,2022,10,F-TER-02
GIG-10091,Global,Chile,CHL,Santiago,Santiago,En linea / Basada en la Nube,Diseno Multimedia y Contenido,99designs,21,Masculino,Secundaria / Bachillerato,13,40.4,12880700,1545700,11335000,16.0,Unica fuente de ingresos (100%),Regimen Subsidiado,Cotiza activamente,Si (Afiliado a Riesgos Laborales),4.96,2026-01-29,2026,1,F-TER-01
GIG-10092,Regional,Colombia,COL,Bogota D.C.,Bogota,Fisica / Basada en Ubicacion,Reparto y Domicilios,iFood,36,Masculino,Tecnico / Tecnologo,5,56.9,1130500,356300,774200,0.78,Unica fuente de ingresos (100%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.91,2024-09-25,2024,9,F-SEC-01
GIG-10093,Regional,Colombia,COL,Bogota D.C.,Bogota,En linea / Basada en la Nube,Microtareas y Etiquetado de Datos,Clickworker,35,Masculino,Secundaria / Bachillerato,9,39.9,622800,58400,564400,0.81,Unica fuente de ingresos (100%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.76,2022-03-29,2022,3,F-SEC-01
GIG-10094,Nacional,Colombia,COL,Antioquia,Medellin,Fisica / Basada en Ubicacion,Servicios del Hogar y Mantenimiento,TaskRabbit,38,Masculino,Secundaria / Bachillerato,8,32.7,1624500,312200,1312300,2.29,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),Cotiza activamente,Si (Afiliado a Riesgos Laborales),4.84,2021-11-09,2021,11,F-PRIM-01
GIG-10095,Global,Estados Unidos,USA,California,San Francisco,En linea / Basada en la Nube,Desarrollo de Software y TI,Freelancer,34,Masculino,Tecnico / Tecnologo,6,22.4,14768000,1772200,12995800,33.08,Fuente principal (>50%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.92,2023-07-03,2023,7,F-PRIM-02
GIG-10096,Global,Mexico,MEX,Ciudad de Mexico,Ciudad de Mexico,En linea / Basada en la Nube,Desarrollo de Software y TI,Toptal,31,Masculino,Universitario,5,24.8,9396900,1127600,8269200,19.01,Fuente principal (>50%),No afiliado / Ninguno,Cotiza activamente,No (Sin cobertura ARL),4.83,2021-02-11,2021,2,F-TER-01
GIG-10097,Global,India,IND,Karnataka,Bengaluru,En linea / Basada en la Nube,Desarrollo de Software y TI,Toptal,35,Masculino,Tecnico / Tecnologo,36,26.9,5902800,708300,5194400,11.01,Fuente complementaria / Secundaria (<50%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.78,2024-07-17,2024,7,F-PRIM-02
GIG-10098,Regional,Colombia,COL,Antioquia,Medellin,Fisica / Basada en Ubicacion,Transporte de Pasajeros,Cabify,36,Femenino,Tecnico / Tecnologo,21,39.4,1323200,554800,768400,1.11,Fuente principal (>50%),No afiliado / Ninguno,No cotiza,No (Sin cobertura ARL),4.63,2022-08-26,2022,8,F-SEC-01
GIG-10099,Global,Mexico,MEX,Ciudad de Mexico,Ciudad de Mexico,En linea / Basada en la Nube,Desarrollo de Software y TI,Freelancer,19,Masculino,Universitario,54,39.3,9087600,1090500,7997100,11.6,Unica fuente de ingresos (100%),Regimen Subsidiado,No cotiza,Si (Afiliado a Riesgos Laborales),4.94,2021-05-06,2021,5,F-PRIM-02
